phase0,phase1,phase2,phase3,q_right,q_down,q_left,q_up,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,max_wait_right,max_wait_down,max_wait_left,max_wait_up,downstream_right,downstream_down,downstream_left,downstream_up,action
0.0,0.0,0.0,1.0,0.05,0.55,0.1,0.05,0.46638888888926006,0.6558585858591077,0.6433333333338453,0.0,0.46638888888926006,1.0,0.715555555556125,0.0,0.0,0.4,0.2,0.0,1
0.0,0.0,0.0,1.0,0.05,0.15,0.05,0.0,0.18888888888895347,0.6485185185189489,0.1597222222222636,0.0,0.18888888888895347,0.8691666666672726,0.1597222222222636,0.0,0.3,0.3,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.7127777777781653,0.0,0.20805555555559038,0.0,1.0,0.0,0.3963888888889765,0.0,0.0,0.26666666666666666,0.36666666666666664,1
0.0,0.0,1.0,0.0,0.05,0.35,0.0,0.05,0.0,0.7132936507939063,0.0,0.33416666666659106,0.0,1.0,0.0,0.33416666666659106,0.8333333333333334,0.0,0.0,0.2,1
0.0,1.0,0.0,0.0,0.15,0.0,0.35,0.1,0.34990740740743936,0.0,0.3801587301587708,0.274444444444263,0.9163888888891061,0.0,1.0,0.3802777777775683,0.0,0.43333333333333335,0.26666666666666666,0.0,2
0.0,1.0,0.0,0.0,0.15,0.0,0.2,0.05,0.18111111111102518,0.0,0.1349305555554795,0.15722222222207924,0.4888888888886806,0.0,0.4597222222219907,0.15722222222207924,0.4666666666666667,0.1,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.05,0.65,0.05,0.0,0.033055555555525494,0.3780128205126991,0.40722222222185184,0.0,0.033055555555525494,1.0,0.40722222222185184,0.4666666666666667,0.13333333333333333,0.0,0.0,2
0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.05,0.30111111111083727,0.0,0.0,0.7674999999995303,0.3602777777774501,0.0,0.0,0.7674999999995303,0.26666666666666666,0.0,0.0,0.5333333333333333,3
0.0,0.0,1.0,0.0,0.45,0.0,0.05,0.25,0.3404320987652655,0.0,0.0,0.3238888888886216,1.0,0.0,0.0,0.73027777777725,0.0,0.26666666666666666,0.5666666666666667,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.23657407407385891,0.4743749999996806,0.0,0.0,0.5722222222217018,0.9797222222217793,0.0,0.0,0.2,0.5333333333333333,3
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,2
1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03249999999999989,0.0,0.0,0.0,0.03249999999999989,0.06666666666666667,0.0,0.0,0.03333333333333333,3
1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.008148148148148553,0.0,0.0,0.0,0.02444444444444566,0.0,0.0,0.0,0.06666666666666667,0.0,2
0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.1,0.08694444444444874,0.0,0.0,0.11944444444444817,0.08694444444444874,0.0,0.0,0.12305555555555726,0.0,0.16666666666666666,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0.0,0
0.0,0.0,0.0,1.0,0.0,0.05,0.15,0.05,0.0,0.047777777777780125,0.013425925925926584,0.0,0.0,0.047777777777780125,0.04027777777777975,0.0,0.16666666666666666,0.0,0.0,0.1,2
1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.02527777777777634,0.0,0.0,0.0,0.02527777777777634,0.0,0.13333333333333333,0.1,0.0,0
0.0,0.0,1.0,0.0,0.15,0.0,0.05,0.05,0.06129629629629282,0.0,0.0,0.04194444444444206,0.13472222222221455,0.0,0.0,0.04194444444444206,0.0,0.0,0.2,0.06666666666666667,0
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.012361111111110408,0.0,0.12527777777777066,0.0,0.024722222222220817,0.0,0.12527777777777066,0.0,0.2,0.03333333333333333,0.0,3
0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.3036111111111031,0.0,0.0,0.0,0.3036111111111031,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0
0.0,0.0,1.0,0.0,0.05,0.05,0.1,0.1,0.0,0.2644444444444345,0.011805555555556128,0.11152777777777144,0.0,0.2644444444444345,0.023611111111112255,0.18111111111110081,0.23333333333333334,0.0,0.0,0.03333333333333333,1
0.0,0.0,0.0,1.0,0.05,0.15,0.05,0.05,0.0,0.15027777777776927,0.0,0.0,0.0,0.24138888888887522,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,1
1.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.12472222222221516,0.21194444444443244,0.2919444444444279,0.0,0.19138888888887806,0.21194444444443244,0.2919444444444279,0.0,0.0,0.26666666666666666,0.2,3
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.07472222222221797,0.0,0.0,0.0,0.07472222222221797,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,1
0.0,1.0,0.0,0.0,0.1,0.05,0.1,0.15,0.1263888888888817,0.0,0.19472222222221242,0.2680555555555404,0.1658333333333239,0.0,0.22805555555554513,0.39777777777775525,0.13333333333333333,0.0,0.0,0.06666666666666667,3
0.0,0.0,0.0,1.0,0.05,0.3,0.05,0.0,0.0336111111111092,0.24810185185183778,0.4286111111110868,0.0,0.0336111111111092,0.4080555555555324,0.4286111111110868,0.0,0.0,0.0,0.3333333333333333,0.23333333333333334,1
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.15,0.24555555555554467,0.0,0.20777777777776596,0.2659259259259108,0.5022222222222029,0.0,0.20777777777776596,0.42555555555553143,0.0,0.3,0.23333333333333334,0.0,0
0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.020138888888887745,0.31534722222220435,0.0,0.0,0.04027777777777549,0.4994444444444161,0.23333333333333334,0.3333333333333333,0.0,0.0,3
0.0,0.0,0.0,1.0,0.2,0.25,0.15,0.05,0.20159722222221077,0.10949999999999377,0.35249999999998083,0.0,0.4158333333333097,0.24972222222220802,0.4780555555555309,0.0,0.3,0.0,0.0,0.26666666666666666,0
1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.2327777777777646,0.3664999999999793,0.0,0.0,0.45777777777775186,0.6755555555555174,0.0,0.26666666666666666,0.26666666666666666,0.0,3
0.0,0.0,0.0,1.0,0.05,0.2,0.2,0.0,0.04333333333333087,0.14354166666665857,0.16423611111110184,0.0,0.04333333333333087,0.2652777777777628,0.3236111111110928,0.0,0.3,0.36666666666666664,0.0,0.0,2
0.0,1.0,0.0,0.0,0.35,0.0,0.1,0.1,0.2060714285714169,0.0,0.3726388888888678,0.21180555555554365,0.4991666666666383,0.0,0.7452777777777356,0.2602777777777631,0.0,0.0,0.36666666666666664,0.3,0
1.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.3538425925925726,0.48937499999997297,0.1569444444444356,0.0,0.5497222222221911,0.7780555555555141,0.22194444444443195,0.43333333333333335,0.0,0.0,0.3,2
0.0,0.0,1.0,0.0,0.05,0.2,0.0,0.05,0.3099999999999824,0.4010416666666439,0.0,0.0,0.3099999999999824,0.5319444444444144,0.0,0.0,0.23333333333333334,0.4,0.0,0.0,1
0.0,0.0,0.0,1.0,0.05,0.1,0.2,0.0,0.19194444444443354,0.16333333333332406,0.2974999999999831,0.0,0.19194444444443354,0.22666666666665378,0.7744444444444005,0.0,0.0,0.3,0.2,0.0,2
1.0,0.0,0.0,0.0,0.0,0.1,0.15,0.2,0.0,0.0927777777777725,0.5102777777777489,0.31659722222220427,0.0,0.11777777777777108,1.0,0.5936111111110774,0.0,0.0,0.43333333333333335,0.3,2
0.0,0.0,1.0,0.0,0.15,0.3,0.0,0.2,0.0687037037036998,0.6538425925925555,0.0,0.28256944444442844,0.14583333333332504,0.8497222222221741,0.0,0.5219444444444149,0.3333333333333333,0.0,0.0,0.23333333333333334,1
0.0,1.0,0.0,0.0,0.15,0.05,0.35,0.05,0.25314814814813374,0.0,0.2281349206349077,0.28249999999998393,0.5933333333332996,0.0,0.8866666666666164,0.28249999999998393,0.2,0.36666666666666664,0.0,0.0,2
0.0,0.0,1.0,0.0,0.1,0.15,0.05,0.0,0.28472222222220606,0.37888888888886735,0.0,0.0,0.4919444444444165,0.5266666666666368,0.0,0.0,0.0,0.26666666666666666,0.43333333333333335,0.0,1
0.0,0.0,1.0,0.0,0.05,0.15,0.0,0.2,0.05999999999999659,0.26185185185183696,0.0,0.6165972222221873,0.05999999999999659,0.41777777777775404,0.0,0.8936111111110604,0.0,0.0,0.43333333333333335,0.23333333333333334,3
0.0,1.0,0.0,0.0,0.2,0.0,0.35,0.25,0.3441666666666471,0.0,0.3220238095237912,0.532722222222192,0.5291666666666366,0.0,1.0,0.9052777777777264,0.2,0.0,0.0,0.26666666666666666,3
0.0,1.0,0.0,0.0,0.2,0.0,0.05,0.3,0.31777777777775973,0.0,0.20722222222221046,0.48749999999997234,0.7586111111110679,0.0,0.20722222222221046,1.0,0.0,0.3,0.3,0.0,3
0.0,0.0,1.0,0.0,0.2,0.1,0.05,0.25,0.5034722222221936,0.20222222222221073,0.0,0.3542222222222021,0.9433333333332797,0.24888888888887475,0.0,0.8586111111110623,0.4,0.4666666666666667,0.0,0.0,0
0.0,0.0,0.0,1.0,0.1,0.35,0.05,0.0,0.1883333333333296,0.546111111111094,0.047777777777789035,0.0,0.3766666666666592,0.8183333333333008,0.047777777777789035,0.0,0.0,0.0,0.4666666666666667,0.26666666666666666,1
0.0,0.0,0.0,1.0,0.35,0.05,0.4,0.0,0.4123412698413314,0.2602777777778622,0.5479861111111668,0.0,0.8458333333333845,0.2602777777778622,1.0,0.0,0.23333333333333334,0.0,0.0,0.5,2
0.0,0.0,0.0,1.0,0.55,0.1,0.15,0.05,0.4647222222222959,0.1261111111112104,0.228518518518613,0.0,1.0,0.2522222222224208,0.5572222222224035,0.0,0.0,0.13333333333333333,0.5,0.0,0
1.0,0.0,0.0,0.0,0.0,0.15,0.1,0.5,0.0,0.4212962962964975,0.1469444444445614,0.6859722222224139,0.0,0.5655555555557648,0.14916666666678538,1.0,0.6,0.3,0.0,0.0,3
0.0,1.0,0.0,0.0,0.2,0.0,0.05,0.1,0.30652777777794493,0.0,0.4311111111114274,0.034722222222249854,0.7600000000002977,0.0,0.4311111111114274,0.06944444444449971,0.0,0.0,0.36666666666666664,0.3333333333333333,0
0.0,0.0,1.0,0.0,0.4,0.05,0.05,0.1,0.7264583333336783,0.6769444444448605,0.0,0.21222222222239112,1.0,0.6769444444448605,0.0,0.2627777777779869,0.26666666666666666,0.0,0.0,0.23333333333333334,0
1.0,0.0,0.0,0.0,0.05,0.25,0.2,0.15,0.0,0.22261111111128784,0.5554861111114877,0.2883333333335628,0.0,0.685555555556099,0.9905555555560817,0.32722222222248265,0.0,0.3,0.26666666666666666,0.0,2
1.0,0.0,0.0,0.0,0.0,0.05,0.1,0.3,0.0,0.08833333333340362,0.4395833333336698,0.1856481481482959,0.0,0.08833333333340362,0.7311111111116662,0.36944444444473845,0.0,0.0,0.16666666666666666,0.4666666666666667,2
0.0,0.0,0.0,1.0,0.1,0.15,0.2,0.0,0.16236111111124032,0.8712962962968557,0.30243055555579623,0.0,0.32472222222248065,1.0,0.5991666666671435,0.0,0.4666666666666667,0.16666666666666666,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.0,0.688796296296757,0.4529629629633145,0.4453703703707248,0.0,1.0,0.8144444444450658,0.6794444444449852,0.6666666666666666,0.0,0.0,0.4666666666666667,1
0.0,0.0,1.0,0.0,0.5,0.05,0.1,0.35,0.7620000000004199,0.3383333333336026,0.0,0.39166666666697836,1.0,0.3383333333336026,0.0,0.6194444444449374,0.0,0.0,0.4,0.4,0
0.0,0.0,1.0,0.0,0.1,0.25,0.05,0.2,0.11277777777786753,0.5338333333337577,0.0,0.4567361111114746,0.22555555555573506,1.0,0.0,0.6438888888894013,0.0,0.6666666666666666,0.4666666666666667,0.0,1
0.0,1.0,0.0,0.0,0.15,0.0,0.55,0.05,0.34694444444472056,0.0,0.5156060606064471,0.0,0.6413888888893993,0.0,1.0,0.0,0.4,0.4666666666666667,0.0,0.0,2
0.0,1.0,0.0,0.0,0.2,0.05,0.1,0.2,0.22409722222240056,0.0,0.19805555555571316,0.7734027777783933,0.5422222222226537,0.0,0.26694444444465687,0.96055555555632,0.0,0.6333333333333333,0.3333333333333333,0.0,3
0.0,1.0,0.0,0.0,0.1,0.0,0.15,0.2,0.21361111111128112,0.0,0.8200925925932362,0.6872222222227691,0.22083333333350907,0.0,1.0,1.0,0.6333333333333333,0.0,0.0,0.3,3
1.0,0.0,0.0,0.0,0.1,0.35,0.1,0.5,0.0,0.7170634920640624,0.36847222222251547,0.6409444444449546,0.0,1.0,0.43111111111145417,1.0,0.0,0.0,0.3,0.43333333333333335,3
0.0,0.0,1.0,0.0,0.25,0.15,0.05,0.15,0.562166666667114,0.06055555555560375,0.0,0.5640740740745229,1.0,0.08500000000006765,0.0,1.0,0.3,0.16666666666666666,0.0,0.0,0
0.0,0.0,0.0,1.0,0.15,0.1,0.15,0.05,0.35351851851879984,0.0,1.0,0.0,0.5375000000004277,0.0,1.0,0.0,0.5333333333333333,0.0,0.0,0.36666666666666664,2
0.0,0.0,0.0,1.0,0.25,0.05,0.2,0.0,0.45844444444480925,0.30277777777801873,0.29673611111134723,0.0,0.8922222222229322,0.30277777777801873,0.6169444444449355,0.0,0.0,0.5333333333333333,0.36666666666666664,0.0,0
1.0,0.0,0.0,0.0,0.1,0.2,0.05,0.35,0.0,0.32083333333358866,0.32611111111137064,0.80329365079429,0.0,0.41833333333366624,0.32611111111137064,1.0,0.2,0.3,0.0,0.0,3
0.0,0.0,0.0,1.0,0.3,0.45,0.2,0.0,0.1881944444445942,0.9525308641982886,0.4009027777780968,0.0,0.4294444444447862,1.0,0.8644444444451324,0.0,0.0,0.0,0.3,0.2,1
0.0,0.0,1.0,0.0,0.15,0.2,0.0,0.15,0.6702777777783112,0.20000000000015916,0.0,0.1290740740741768,0.8875000000007063,0.3033333333335747,0.0,0.2619444444446529,0.4,0.0,0.0,0.3333333333333333,0
1.0,0.0,0.0,0.0,0.1,0.05,0.25,0.1,0.0,0.7361111111116969,0.5656111111115613,0.22805555555573703,0.0,0.7361111111116969,1.0,0.3713888888891844,0.0,0.43333333333333335,0.4,0.0,2
0.0,0.0,0.0,1.0,0.2,0.35,0.1,0.0,0.2140277777777822,0.44095238095258527,0.467777777777979,0.0,0.32388888888897566,0.8183333333338135,0.7261111111115179,0.0,0.3,0.36666666666666664,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.25,0.1,0.25,0.0,0.40505555555564154,0.07472222222215426,0.2712222222222438,0.0,0.6033333333335288,0.14944444444430852,0.561944444444607,0.5333333333333333,0.0,0.0,0.4666666666666667,1
0.0,1.0,0.0,0.0,0.45,0.05,0.3,0.0,0.7000000000003378,0.0,0.5809722222224415,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,0.3333333333333333,0
0.0,0.0,1.0,0.0,0.3,0.1,0.0,0.1,0.14134259259246404,0.5347222222223917,0.0,0.5613888888888235,0.29111111111084637,1.0,0.0,0.704722222222271,0.0,0.36666666666666664,0.5,0.0,1
0.0,1.0,0.0,0.0,0.25,0.05,0.45,0.2,0.4645555555552923,0.0,0.6722530864198482,0.12069444444433468,0.6905555555553088,0.0,1.0,0.23722222222200648,0.4,0.3333333333333333,0.0,0.0,2
0.0,1.0,0.0,0.0,0.05,0.05,0.1,0.35,0.04166666666662877,0.0,0.3558333333330097,0.40988095238077116,0.04166666666662877,0.0,0.4661111111106872,0.8786111111109857,0.36666666666666664,0.0,0.0,0.6333333333333333,3
0.0,1.0,0.0,0.0,0.3,0.05,0.05,0.25,0.40800925925888815,0.0,0.0,0.3434999999998657,0.5577777777772704,0.0,0.0,0.9713888888886951,0.0,0.4,0.6,0.0,3
1.0,0.0,0.0,0.0,0.05,0.25,0.35,0.0,0.0,0.4043888888887834,0.8694047619046119,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.4666666666666667,2
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.00861111111111108,0.0,0.0,0.0,0.00861111111111108,0.03333333333333333,0.0,0.0,0.06666666666666667,2
1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.04916666666666827,0.04111111111111274,0.0,0.0,0.04916666666666827,0.04111111111111274,0.0,0.0,0.2,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.03333333333333333,0
1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0
0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.1,0.0,0.08731481481481912,0.0,0.1586111111111174,0.0,0.1080555555555609,0.0,0.19194444444445083,0.06666666666666667,0.0,0.0,0.1,1
1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.03111111111111263,0.0,0.0,0.0,0.03111111111111263,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0
0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.15,0.0,0.11625000000000091,0.0,0.08981481481481267,0.0,0.23250000000000182,0.0,0.1586111111111101,0.1,0.23333333333333334,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.026944444444442914,0.09111111111110673,0.04194444444444206,0.0,0.026944444444442914,0.09111111111110673,0.04194444444444206,0.0,0.03333333333333333,0.16666666666666666,0.0,2
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.13111111111110693,0.0,0.0,0.0,0.13111111111110693,0.0,0.0,0.0,0.0,0.13333333333333333,0.1,1
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.1,0.05722222222221897,0.0,0.0,0.39194444444443743,0.10361111111110523,0.0,0.0,0.42527777777777087,0.03333333333333333,0.0,0.0,0.16666666666666666,3
0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.17972222222221207,0.0,0.13361111111110358,0.0,0.2269444444444316,0.0,0.24194444444443075,0.0,0.06666666666666667,0.2,0.0,1
0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.03555555555555359,0.0,0.0,0.0,0.03555555555555359,0.0,0.0,0.26666666666666666,0.13333333333333333,3
0.0,0.0,0.0,1.0,0.05,0.2,0.05,0.0,0.0,0.2490972222222119,0.17444444444443533,0.0,0.0,0.46583333333332194,0.17444444444443533,0.0,0.16666666666666666,0.26666666666666666,0.0,0.0,1
0.0,0.0,0.0,1.0,0.15,0.25,0.1,0.05,0.291018518518502,0.23022222222221217,0.11305555555554916,0.0,0.35361111111109106,0.5586111111110944,0.22611111111109833,0.0,0.16666666666666666,0.0,0.0,0.26666666666666666,1
0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.16299999999999076,0.0,0.0,0.0,0.3102777777777602,0.0,0.0,0.0,0.0,0.36666666666666664,0.2,1
0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.2,0.051388888888885965,0.0,0.0,0.25993055555554084,0.051388888888885965,0.0,0.0,0.4752777777777508,0.0,0.16666666666666666,0.3,0.0,3
0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.2,0.1132407407407343,0.0,0.1991666666666556,0.3377777777777663,0.2536111111110967,0.0,0.41555555555553275,0.6497222222222026,0.2,0.4,0.0,0.0,3
0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.13777777777776995,0.0,0.0,0.10111111111110536,0.13777777777776995,0.0,0.0,0.20222222222221073,0.0,0.0,0.36666666666666664,0.16666666666666666,0
0.0,0.0,0.0,1.0,0.1,0.0,0.2,0.05,0.1673611111111016,0.0,0.06659722222221844,0.0,0.3347222222222032,0.0,0.248611111111097,0.0,0.0,0.1,0.3,0.0,0
0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.25,0.6243518518518166,0.0,0.31999999999998197,0.17866666666665662,0.6869444444444056,0.0,0.5594444444444129,0.29194444444442796,0.1,0.0,0.0,0.3,0
0.0,0.0,0.0,1.0,0.2,0.05,0.2,0.0,0.32638888888887047,0.17444444444443466,0.38854166666664486,0.0,0.536944444444414,0.17444444444443466,0.6988888888888501,0.0,0.3,0.4,0.0,0.0,2
1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.023611111111109768,0.28041666666665077,0.0,0.0,0.023611111111109768,0.4022222222221995,0.0,0.0,0.3333333333333333,0.3333333333333333,3
1.0,0.0,0.0,0.0,0.0,0.05,0.3,0.15,0.0,0.0,0.2026388888888774,0.14324074074073262,0.0,0.0,0.48194444444441714,0.2047222222222106,0.0,0.23333333333333334,0.2,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3,0.0,0.0,0.3935555555555333,0.3951851851851628,0.0,0.0,0.8427777777777301,0.5752777777777452,0.26666666666666666,0.0,0.0,0.2,2
0.0,0.0,1.0,0.0,0.2,0.05,0.1,0.0,0.6263888888888534,0.4744444444444176,0.0,0.0,0.836944444444397,0.4744444444444176,0.0,0.0,0.3,0.36666666666666664,0.0,0.0,0
0.0,0.0,0.0,1.0,0.25,0.0,0.1,0.05,0.513499999999971,0.0,0.1652777777777684,0.0,0.86388888888884,0.0,0.2569444444444298,0.0,0.0,0.0,0.26666666666666666,0.36666666666666664,0
0.0,0.0,1.0,0.0,0.15,0.15,0.0,0.4,0.09814814814814257,0.15296296296295428,0.0,0.3441666666666471,0.12472222222221513,0.2666666666666515,0.0,0.6949999999999606,0.0,0.2,0.36666666666666664,0.0,3
0.0,0.0,1.0,0.0,0.05,0.0,0.05,0.4,0.11166666666666032,0.0,0.0,0.5397569444444138,0.11166666666666032,0.0,0.0,0.8919444444443939,0.2,0.0,0.0,0.4,3
1.0,0.0,0.0,0.0,0.05,0.15,0.4,0.05,0.0,0.28925925925924284,0.3955902777777553,0.18888888888887814,0.0,0.7744444444444005,0.7652777777777344,0.18888888888887814,0.4666666666666667,0.4,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.39851851851849585,0.21898148148146904,0.0,0.0,0.5902777777777443,0.3261111111110926,0.0,0.0,0.2,0.4,2
0.0,0.0,0.0,1.0,0.35,0.2,0.05,0.05,0.7569444444444015,0.4599999999999739,0.0,0.0,1.0,0.6333333333332973,0.0,0.0,0.0,0.2,0.6,0.0,0
0.0,0.0,0.0,1.0,0.15,0.05,0.25,0.0,0.2608333333333185,0.07416666666666245,0.39799999999997737,0.0,0.49499999999997185,0.07416666666666245,0.6736111111110729,0.0,0.3,0.0,0.0,0.6333333333333333,2
0.0,0.0,1.0,0.0,0.15,0.05,0.1,0.15,0.0606481481481447,0.07277777777777364,0.0,0.4856481481481206,0.11277777777777137,0.07277777777777364,0.0,0.5927777777777441,0.0,0.0,0.3,0.3333333333333333,3
0.0,0.0,1.0,0.0,0.15,0.15,0.0,0.65,0.1629629629629537,0.6526851851851482,0.0,0.6302564102563745,0.32916666666664796,1.0,0.0,1.0,0.23333333333333334,0.3333333333333333,0.0,0.0,3
0.0,0.0,0.0,1.0,0.25,0.1,0.2,0.0,0.2374444444445791,0.16972222222229771,0.09791666666674459,0.0,0.3794444444445932,0.33944444444459543,0.1627777777779073,0.0,0.0,0.0,0.26666666666666666,0.4,1
1.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.0,0.6973333333334606,0.36222222222240036,0.4259259259260127,0.0,1.0,0.36222222222240036,0.8033333333334102,0.0,0.36666666666666664,0.26666666666666666,0.0,1
0.0,0.0,1.0,0.0,0.3,0.1,0.15,0.0,0.30842592592603163,0.29819444444462156,0.0,0.0,0.8116666666668334,0.39083333333352405,0.0,0.0,0.36666666666666664,0.0,0.0,0.26666666666666666,0
0.0,1.0,0.0,0.0,0.35,0.15,0.3,0.05,0.46452380952407196,0.6774074074075856,0.22879629629647838,0.0,0.897777777778013,1.0,0.39611111111142633,0.0,0.0,0.0,0.3,0.3333333333333333,0
0.0,0.0,0.0,1.0,0.25,0.15,0.0,0.0,0.5143888888891978,1.0,0.0,0.0,0.8291666666670172,1.0,0.0,0.0,0.3333333333333333,0.3,0.0,0.0,1
0.0,1.0,0.0,0.0,0.05,0.0,0.15,0.4,0.10805555555564154,0.0,0.23185185185199966,0.610659722222519,0.10805555555564154,0.0,0.6955555555559989,1.0,0.0,0.5666666666666667,0.2,0.0,3
1.0,0.0,0.0,0.0,0.05,0.2,0.15,0.15,0.0,0.4054861111114037,0.20462962962979248,0.05990740740745508,0.0,0.7075000000004427,0.2602777777779849,0.12666666666676746,0.5666666666666667,0.0,0.0,0.2,1
0.0,1.0,0.0,0.0,0.3,0.0,0.05,0.1,0.7203240740745636,0.0,0.07611111111117168,0.09013888888896063,1.0,0.0,0.07611111111117168,0.18027777777792126,0.2,0.3333333333333333,0.0,0.0,0
1.0,0.0,0.0,0.0,0.05,0.3,0.35,0.15,0.0,0.6669444444447948,0.5670634920639432,0.2811111111113348,0.0,1.0,0.8294444444451046,0.38666666666697436,0.0,0.0,0.43333333333333335,0.2,2
0.0,1.0,0.0,0.0,0.15,0.0,0.3,0.3,0.17564814814828794,0.0,0.33814814814841726,0.23138888888907302,0.3358333333336006,0.0,0.6602777777783032,0.5266666666670858,0.5333333333333333,0.0,0.0,0.13333333333333333,3
0.0,0.0,0.0,1.0,0.1,0.05,0.2,0.0,0.35958333333361947,0.1927777777779312,0.45229166666699905,0.0,0.5247222222226398,0.1927777777779312,1.0,0.0,0.0,0.43333333333333335,0.13333333333333333,0.0,2
1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.5,0.0,0.0,0.22138888888906508,0.3069166666669109,0.0,0.0,0.44277777777813015,0.6425000000005113,0.4,0.7,0.0,0.0,3
