timestamp,elapsed_s,mode,seed,iid,avg_wait_s,p95_wait_s,max_wait_s,avg_queue,max_queue,throughput_per_min,fairness_index
2026-02-26T07:54:22.417459,185.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:27.427847,190.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:27.427847,190.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:27.427847,190.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:27.427847,190.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:32.439340,195.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:32.439340,195.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:32.439340,195.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:32.439340,195.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:37.451474,200.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:37.451474,200.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:37.451474,200.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:37.451474,200.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:42.460047,205.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:42.460047,205.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:42.460047,205.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:42.460047,205.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:47.469187,210.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:47.469187,210.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:47.469187,210.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:47.469187,210.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:52.484318,215.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:52.484318,215.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:52.484318,215.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:52.484318,215.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:57.498922,220.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:57.498922,220.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:57.498922,220.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:57.498922,220.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:02.513190,225.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:02.513190,225.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:02.513190,225.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:02.513190,225.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:07.525249,230.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:07.525249,230.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:07.525249,230.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:07.525249,230.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:12.541157,235.4,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:12.541157,235.4,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:12.541157,235.4,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:12.541157,235.4,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:17.550079,240.5,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:17.550079,240.5,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:17.550079,240.5,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:17.550079,240.5,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:22.565011,245.5,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:22.565011,245.5,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:22.565011,245.5,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:55:22.565011,245.5,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
